,time_in_cycles,LPCompOT,HPCompOT,LPTurbineOT,HPCompOP,PhyFanSpeed,PhyCoreSpeed,CoreSpeedDifference,HPCOStaticPre,RFuelFlow,BypassRatio,BleedEnthalpy,HPTurbineCoolAirFlow,LPTurbineAirFlow,RUL
206,15,642.21,1579.84,1402.11,554.17,2388.02,9049.82,-912.0999999999995,47.17,521.96,8.3704,393,38.94,23.4311,272
207,16,641.81,1581.99,1393.46,554.53,2387.99,9051.79,-918.340000000001,47.24,522.49,8.3805,392,39.01,23.4462,271
208,17,642.43,1583.58,1390.27,553.62,2388.04,9052.05,-917.2699999999995,47.13,522.71,8.3714,391,39.04,23.5245,270
209,18,641.95,1588.43,1400.25,554.83,2388.0,9051.35,-918.1500000000005,47.22,522.92,8.4053,391,39.0,23.4203,269
210,19,641.75,1576.84,1401.77,555.25,2388.02,9055.07,-917.5599999999995,47.14,522.38,8.4035,392,39.1,23.4102,268
211,20,642.34,1582.94,1394.38,554.64,2388.0,9050.27,-910.4400000000005,47.14,522.54,8.3698,391,39.02,23.3821,267
212,21,642.05,1579.51,1392.28,554.72,2388.03,9055.29,-918.7200000000012,47.04,522.58,8.3954,391,39.24,23.5014,266
213,22,642.16,1580.18,1397.67,554.35,2387.96,9053.31,-912.5199999999995,47.17,521.73,8.3792,391,38.98,23.4241,265
214,23,642.37,1580.89,1387.5,554.69,2387.96,9051.43,-919.8600000000006,47.21,522.26,8.3937,393,39.1,23.2867,264
215,24,641.99,1580.97,1398.67,553.5,2387.98,9052.35,-916.1900000000005,47.15,522.25,8.3866,391,39.18,23.3981,263
216,25,641.81,1585.38,1396.62,554.14,2388.0,9055.28,-918.3100000000004,47.19,522.31,8.3959,391,38.99,23.4883,262
217,26,641.87,1575.38,1392.3,554.03,2387.98,9050.81,-913.539999999999,47.12,522.8,8.3472,391,38.96,23.4691,261
218,27,642.12,1585.44,1402.31,555.16,2388.03,9058.01,-920.2800000000007,47.03,522.11,8.4077,392,38.96,23.4275,260
219,28,642.04,1581.6,1397.45,554.77,2387.99,9053.78,-917.2300000000005,46.99,522.68,8.3734,390,38.95,23.4395,259
220,29,642.08,1583.78,1398.08,554.75,2388.0,9055.84,-915.0699999999997,47.11,522.26,8.37,390,38.97,23.4249,258
221,30,641.78,1590.32,1395.07,554.62,2387.98,9050.8,-914.1699999999992,47.2,522.43,8.419,391,39.1,23.3985,257
222,31,641.97,1579.86,1390.94,554.8,2388.0,9049.93,-918.3100000000004,47.05,522.17,8.4393,391,39.17,23.4154,256
223,32,641.58,1584.52,1391.11,554.56,2387.98,9045.87,-907.1100000000006,47.12,522.54,8.3783,390,38.97,23.4006,255
224,33,641.79,1585.17,1396.15,553.62,2388.01,9051.18,-917.5600000000004,47.09,522.26,8.4102,392,39.01,23.4434,254
225,34,642.12,1584.08,1394.24,555.09,2388.0,9059.29,-919.4900000000007,47.22,522.64,8.4188,390,38.87,23.4571,253
226,35,641.37,1575.73,1392.55,554.73,2388.02,9057.34,-915.2600000000002,47.25,522.0,8.4164,394,39.06,23.5283,252
227,36,641.27,1581.56,1397.13,554.59,2388.02,9055.79,-913.7300000000005,47.21,522.32,8.3709,391,39.12,23.3881,251
228,37,642.1,1585.63,1396.29,555.01,2388.04,9058.16,-922.0799999999999,47.16,522.69,8.3609,391,39.08,23.4047,250
229,38,642.22,1585.15,1397.75,554.21,2388.0,9055.35,-920.4400000000005,47.22,522.13,8.4069,390,39.09,23.4191,249
230,39,642.0,1585.69,1391.49,554.05,2388.0,9061.16,-922.3800000000001,47.2,522.79,8.3755,391,39.02,23.4489,248
231,40,642.02,1582.69,1398.38,554.07,2388.03,9046.96,-909.7999999999993,47.22,522.3,8.401,391,38.84,23.4402,247
232,41,642.41,1578.97,1398.74,554.34,2388.04,9053.6,-912.7600000000002,47.26,522.22,8.3856,392,38.94,23.3071,246
233,42,642.27,1579.21,1392.13,553.98,2387.97,9046.36,-911.0600000000004,47.14,522.87,8.3449,392,39.08,23.4631,245
234,43,642.02,1580.59,1391.6,554.14,2388.04,9053.65,-918.5099999999993,47.08,522.9,8.4144,392,38.92,23.4966,244
235,44,642.01,1584.33,1398.69,554.16,2388.04,9057.05,-919.8199999999997,47.22,522.77,8.4087,392,39.03,23.4546,243
236,45,642.05,1586.41,1397.6,554.2,2388.05,9060.38,-918.4499999999989,47.17,522.27,8.3847,390,38.99,23.4284,242
237,46,642.15,1575.45,1392.6,554.54,2388.0,9053.33,-912.8099999999995,47.19,522.08,8.3994,390,38.93,23.5041,241
238,47,642.4,1583.85,1396.46,554.96,2388.04,9046.52,-909.5500000000002,47.03,522.73,8.3756,391,38.89,23.3447,240
239,48,642.09,1586.71,1397.95,554.67,2387.99,9057.73,-922.7599999999993,47.18,522.41,8.3821,392,39.23,23.4336,239
240,49,642.85,1583.86,1396.5,554.04,2388.04,9049.11,-913.1800000000003,47.18,522.83,8.4024,390,39.17,23.4871,238
241,50,642.02,1577.86,1399.78,554.73,2388.0,9051.65,-913.1899999999996,47.16,522.16,8.4042,391,39.1,23.353,237
242,51,642.03,1585.34,1393.06,555.02,2388.02,9055.92,-918.0299999999997,47.03,522.34,8.3731,392,38.9,23.3239,236
243,52,641.52,1588.48,1401.66,554.76,2388.0,9056.25,-922.0299999999997,47.09,522.58,8.4064,392,39.08,23.3668,235
244,53,642.0,1584.9,1397.09,554.33,2388.05,9051.78,-913.8300000000008,46.98,522.73,8.411,391,38.95,23.5307,234
245,54,641.58,1583.46,1405.33,554.42,2388.01,9046.85,-905.2000000000007,47.1,522.48,8.4057,392,39.13,23.3626,233
246,55,642.33,1585.59,1387.16,554.54,2388.02,9044.62,-909.9700000000012,47.18,522.7,8.4077,392,39.11,23.3779,232
247,56,641.84,1587.04,1388.97,554.72,2388.02,9052.27,-912.5500000000002,47.03,522.1,8.393,391,39.1,23.3796,231
248,57,642.5,1584.13,1389.62,553.87,2388.05,9052.86,-915.9800000000005,47.17,521.98,8.4008,391,39.23,23.4544,230
249,58,642.3,1582.93,1389.91,554.46,2388.03,9047.75,-912.8299999999999,47.3,522.24,8.3731,391,39.15,23.3861,229
250,59,642.48,1584.24,1397.95,554.6,2388.08,9053.2,-916.3000000000011,47.17,522.78,8.4036,391,39.04,23.4347,228
251,60,642.09,1584.57,1396.84,554.06,2388.04,9057.57,-916.2999999999993,47.12,521.93,8.4003,393,39.11,23.3928,227
252,61,642.41,1585.45,1399.71,555.08,2388.03,9057.02,-921.1400000000003,47.09,522.69,8.4006,391,39.04,23.2745,226
253,62,641.81,1577.87,1401.66,554.52,2388.03,9048.8,-912.9399999999996,47.27,521.78,8.4193,391,39.23,23.4442,225
254,63,641.91,1575.83,1395.05,554.63,2388.0,9061.57,-926.8499999999995,47.17,522.15,8.3867,392,38.98,23.325,224
255,64,641.66,1581.65,1401.46,554.93,2388.02,9048.35,-911.4700000000003,47.11,522.18,8.4144,391,39.07,23.398,223
256,65,641.7,1582.59,1395.4,554.28,2388.0,9057.07,-921.3499999999995,47.34,522.52,8.4128,391,38.92,23.3455,222
257,66,642.26,1584.6,1394.01,554.11,2388.06,9054.62,-915.7300000000005,47.17,522.65,8.4121,392,39.0,23.426,221
258,67,642.17,1587.63,1395.44,554.99,2388.1,9048.97,-910.159999999999,46.96,522.58,8.3761,393,39.02,23.3933,220
259,68,642.5,1577.16,1399.27,554.07,2387.97,9054.61,-916.8600000000006,47.16,522.2,8.4141,392,38.97,23.4076,219
260,69,642.73,1586.47,1399.73,554.35,2388.01,9049.25,-912.7799999999997,47.33,522.21,8.4116,392,39.09,23.3783,218
261,70,641.76,1593.24,1397.3,554.47,2388.05,9049.78,-915.7200000000003,47.26,522.17,8.4118,392,39.06,23.3894,217
262,71,642.39,1586.68,1403.09,555.01,2388.0,9053.44,-922.3200000000006,47.24,522.02,8.3993,392,38.92,23.317,216
263,72,642.48,1583.11,1393.85,554.54,2388.03,9057.61,-920.920000000001,47.19,522.4,8.4012,392,39.12,23.4393,215
264,73,641.73,1586.57,1400.98,554.41,2388.01,9057.35,-915.29,47.15,522.95,8.3896,390,38.94,23.4567,214
265,74,642.39,1584.04,1396.13,555.36,2388.01,9060.56,-921.7599999999993,47.25,521.97,8.3932,391,39.07,23.4015,213
266,75,641.64,1578.27,1390.64,555.45,2387.95,9053.52,-920.1500000000005,47.09,522.54,8.3944,392,38.99,23.421,212
267,76,642.01,1586.91,1399.66,554.05,2388.05,9052.13,-915.8399999999992,46.99,522.08,8.3629,392,38.88,23.4591,211
268,77,641.97,1588.54,1395.38,554.06,2388.02,9052.12,-913.4800000000005,46.95,522.36,8.4399,392,39.01,23.4969,210
269,78,642.44,1587.2,1394.24,554.83,2387.99,9058.82,-922.9699999999993,47.12,522.57,8.4018,391,38.96,23.5367,209
270,79,641.62,1585.59,1398.51,554.19,2388.0,9057.44,-922.4200000000001,47.23,522.26,8.3931,390,39.15,23.2873,208
271,80,641.37,1588.33,1394.0,554.94,2387.99,9056.41,-918.29,47.2,523.26,8.3889,391,38.95,23.4198,207
272,81,641.72,1578.31,1390.12,555.25,2388.02,9053.0,-917.1899999999996,47.25,522.62,8.4162,391,39.08,23.4685,206
273,82,641.86,1587.24,1402.78,554.17,2388.01,9055.28,-920.1500000000005,47.19,522.3,8.3428,391,39.17,23.4491,205
274,83,641.73,1585.18,1398.81,554.18,2388.07,9047.88,-912.7999999999993,47.13,523.13,8.3997,390,39.0,23.4056,204
275,84,642.41,1586.46,1402.26,554.86,2388.06,9050.39,-912.2799999999997,47.29,522.75,8.394,392,38.95,23.4055,203
276,85,641.73,1588.31,1398.33,554.5,2387.97,9049.41,-911.75,47.19,522.63,8.3954,391,39.13,23.4072,202
277,86,641.85,1579.31,1399.12,554.51,2388.02,9050.83,-912.8099999999995,47.27,522.26,8.3958,391,38.87,23.4982,201
278,87,642.36,1582.64,1399.51,554.77,2387.95,9056.36,-916.2200000000003,47.26,522.59,8.3952,393,39.1,23.2916,200
279,88,642.23,1587.88,1398.17,554.71,2388.01,9056.67,-916.8500000000004,47.04,522.62,8.3851,391,39.06,23.4173,199
280,89,641.95,1584.62,1394.07,554.18,2388.0,9054.7,-919.210000000001,47.18,522.42,8.4143,393,39.18,23.4148,198
281,90,642.06,1580.77,1405.34,554.1,2387.98,9053.58,-915.0699999999997,47.21,522.04,8.3922,390,38.9,23.4878,197
282,91,642.09,1583.57,1399.47,553.79,2388.02,9045.94,-911.2700000000004,47.15,522.48,8.4026,391,39.1,23.3972,196
283,92,642.36,1584.87,1399.17,554.28,2388.02,9050.92,-913.5699999999997,47.13,522.45,8.3919,392,38.81,23.2772,195
284,93,642.21,1591.68,1392.48,553.92,2388.05,9049.14,-911.1599999999999,47.24,522.52,8.4005,391,38.94,23.3075,194
285,94,642.1,1585.62,1395.39,554.53,2388.03,9054.99,-913.9799999999996,47.38,522.74,8.4075,392,39.15,23.4165,193
286,95,642.56,1579.26,1402.79,553.99,2388.05,9048.27,-916.5500000000002,47.06,522.37,8.3773,392,38.98,23.4318,192
287,96,642.42,1576.94,1399.59,554.4,2387.97,9059.0,-921.2200000000003,47.07,521.66,8.3698,392,38.92,23.3285,191
288,97,642.04,1586.12,1400.5,554.42,2388.02,9056.26,-920.2700000000004,47.19,522.22,8.4202,391,39.06,23.3578,190
289,98,641.73,1587.84,1401.08,554.57,2388.04,9056.94,-916.8600000000006,47.21,522.92,8.4115,391,39.08,23.5011,189
290,99,642.04,1585.48,1400.97,554.43,2388.05,9054.46,-916.2799999999988,47.13,522.5,8.4179,393,39.15,23.3414,188
291,100,642.04,1586.01,1402.72,554.48,2388.0,9056.18,-920.6800000000003,47.21,522.01,8.4107,390,38.85,23.331,187
292,101,641.96,1582.66,1397.81,555.07,2387.98,9051.47,-911.3399999999992,47.37,522.4,8.3835,392,38.93,23.4257,186
293,102,642.44,1590.24,1407.05,554.44,2388.03,9052.38,-915.9299999999994,47.19,522.05,8.4052,391,38.92,23.3453,185
294,103,642.05,1587.75,1392.16,554.44,2388.11,9050.8,-906.2099999999991,47.23,522.36,8.4148,392,39.12,23.4403,184
295,104,642.41,1582.04,1397.31,554.91,2388.0,9055.21,-913.1799999999994,47.26,522.18,8.4037,390,39.03,23.4053,183
296,105,641.94,1585.65,1397.45,554.81,2388.02,9058.39,-917.7399999999998,47.32,522.11,8.4056,392,39.0,23.3467,182
297,106,641.87,1584.61,1402.62,553.96,2388.06,9061.94,-928.3400000000001,47.32,522.11,8.3727,393,39.09,23.4154,181
298,107,642.52,1581.7,1402.93,554.21,2387.96,9058.97,-922.3499999999995,47.16,522.34,8.3723,393,39.13,23.5191,180
299,108,642.24,1578.45,1396.25,554.29,2388.03,9056.31,-919.5899999999992,47.23,522.27,8.3978,391,38.75,23.4441,179
300,109,642.12,1590.41,1392.9,553.72,2388.12,9053.21,-907.8499999999995,47.28,522.0,8.4061,391,39.1,23.3497,178
301,110,642.29,1583.3,1398.47,554.5,2388.07,9053.81,-913.7699999999995,47.31,522.27,8.3723,391,39.06,23.3997,177
302,111,642.24,1576.85,1393.76,554.42,2387.99,9062.68,-924.7300000000005,47.18,522.32,8.4437,392,39.16,23.4703,176
303,112,642.49,1588.35,1397.2,554.33,2388.01,9063.33,-924.54,47.37,522.23,8.4025,392,39.06,23.3444,175
304,113,641.95,1584.21,1404.74,554.07,2388.01,9049.1,-907.9800000000005,47.23,522.1,8.3994,391,39.12,23.5029,174
305,114,642.13,1576.56,1397.05,555.1,2388.01,9055.66,-916.9899999999998,47.19,522.13,8.4119,391,39.06,23.3784,173
306,115,642.16,1583.27,1401.33,554.37,2388.01,9055.06,-916.5799999999999,47.14,522.1,8.395,390,38.89,23.313,172
307,116,642.38,1577.87,1398.39,554.45,2387.97,9053.87,-908.590000000001,47.01,522.48,8.3895,391,38.96,23.4542,171
308,117,641.97,1583.84,1395.4,554.6,2388.02,9056.45,-916.5000000000009,47.23,522.39,8.4365,392,39.05,23.432,170
309,118,641.95,1580.49,1400.99,553.96,2388.01,9055.61,-914.6000000000004,47.11,522.23,8.3735,392,39.04,23.2912,169
310,119,642.67,1585.06,1401.87,554.32,2388.0,9054.52,-912.5500000000002,47.24,522.21,8.4236,392,38.74,23.3731,168
311,120,642.01,1589.61,1394.39,554.42,2388.05,9056.54,-920.4300000000012,47.22,521.62,8.3666,391,39.18,23.4077,167
312,121,642.04,1580.19,1391.52,554.51,2387.96,9053.67,-912.8800000000001,47.28,522.31,8.4134,392,39.09,23.3381,166
313,122,642.08,1585.52,1405.27,553.82,2388.01,9051.03,-914.9900000000007,47.23,521.96,8.3783,392,38.88,23.3284,165
314,123,642.11,1588.59,1403.23,554.31,2388.04,9056.3,-921.4699999999993,47.21,522.14,8.3887,391,38.86,23.4492,164
315,124,642.37,1583.12,1399.26,554.58,2388.04,9053.57,-917.6099999999997,47.06,522.64,8.4049,392,39.03,23.3364,163
316,125,642.71,1586.32,1397.94,554.81,2388.01,9060.56,-917.6499999999996,47.31,522.23,8.4012,391,39.09,23.3785,162
317,126,642.07,1587.45,1403.41,554.03,2387.96,9057.08,-920.3900000000003,47.28,521.95,8.4243,392,38.91,23.3592,161
318,127,642.26,1586.65,1400.81,554.08,2387.99,9056.25,-921.7600000000002,47.21,522.2,8.4476,391,39.08,23.34,160
319,128,641.54,1592.2,1397.34,554.16,2388.01,9054.43,-912.1100000000006,47.2,522.36,8.4098,392,39.05,23.3966,159
320,129,641.66,1590.59,1400.25,554.6,2388.07,9052.79,-913.1400000000012,47.23,522.19,8.3986,392,38.96,23.4331,158
321,130,642.06,1584.83,1409.98,554.42,2387.99,9060.71,-922.909999999999,47.26,522.4,8.4145,391,38.92,23.3645,157
322,131,641.96,1587.61,1394.26,554.88,2388.01,9055.73,-914.2299999999996,47.36,522.37,8.4074,392,39.02,23.4016,156
323,132,642.01,1586.66,1398.78,554.4,2388.13,9059.84,-919.5100000000002,47.12,522.25,8.4102,390,38.91,23.313,155
324,133,642.84,1581.22,1393.87,554.21,2388.04,9060.79,-920.2600000000011,47.18,521.71,8.4054,392,38.89,23.2668,154
325,134,642.76,1586.44,1406.2,553.88,2388.02,9061.2,-918.3600000000006,47.17,521.95,8.381,390,38.95,23.3367,153
326,135,642.02,1580.12,1404.56,554.52,2388.01,9051.53,-921.8500000000004,47.34,522.13,8.4108,392,38.91,23.3992,152
327,136,642.06,1582.91,1402.67,554.5,2388.05,9056.59,-914.46,47.09,521.86,8.3889,389,39.0,23.4236,151
328,137,642.46,1585.36,1406.79,554.42,2388.01,9057.59,-922.04,47.39,522.21,8.369,391,38.98,23.3517,150
329,138,642.34,1585.19,1398.95,555.03,2387.99,9063.57,-926.0699999999997,47.16,521.73,8.4125,392,38.82,23.4346,149
330,139,642.63,1590.88,1400.87,554.24,2388.06,9057.55,-917.6499999999996,47.3,522.61,8.3919,391,38.94,23.4316,148
331,140,642.29,1593.7,1403.14,554.86,2388.09,9051.91,-912.1300000000001,47.32,522.49,8.4243,392,39.01,23.474,147
332,141,642.07,1585.09,1403.25,554.7,2388.05,9057.75,-920.3999999999996,47.43,522.5,8.4254,393,39.02,23.4038,146
333,142,641.91,1586.41,1401.27,554.18,2388.08,9060.33,-926.29,47.3,522.18,8.3936,391,39.0,23.4716,145
334,143,642.31,1588.88,1400.49,554.05,2388.03,9057.74,-919.5699999999997,47.3,521.73,8.423,393,38.82,23.4197,144
335,144,642.02,1584.35,1401.21,553.96,2388.03,9060.12,-919.090000000001,47.32,522.11,8.3836,392,39.19,23.3494,143
336,145,642.01,1582.72,1403.53,554.1,2387.97,9059.1,-912.7300000000005,47.33,521.93,8.3967,393,38.83,23.5167,142
337,146,642.52,1590.06,1405.09,554.25,2388.05,9051.0,-910.75,47.3,522.0,8.4074,391,38.97,23.4017,141
338,147,642.27,1588.78,1394.58,554.16,2388.05,9055.27,-920.6900000000005,47.48,521.91,8.3896,393,38.89,23.3356,140
339,148,642.65,1584.5,1398.3,554.32,2388.02,9055.59,-915.2200000000003,47.31,522.57,8.4128,393,39.13,23.3971,139
340,149,642.03,1587.88,1404.41,553.84,2388.04,9057.81,-919.1899999999996,47.31,521.87,8.387,391,38.89,23.4024,138
341,150,642.62,1585.43,1393.74,554.13,2388.01,9056.95,-918.4000000000005,47.15,522.22,8.4175,391,39.03,23.2996,137
342,151,642.54,1590.21,1398.31,553.66,2387.98,9055.31,-912.0099999999993,47.33,522.28,8.4173,390,38.92,23.3831,136
343,152,642.38,1583.49,1400.9,553.86,2388.06,9052.6,-915.6400000000003,47.25,522.06,8.4123,391,38.86,23.3666,135
344,153,641.96,1594.33,1397.52,553.78,2388.09,9058.68,-924.1400000000003,47.29,521.82,8.4262,392,38.71,23.3222,134
345,154,642.34,1591.3,1413.28,554.45,2388.01,9055.03,-917.8100000000004,47.23,522.21,8.4161,391,38.89,23.4216,133
346,155,642.17,1580.93,1397.45,553.84,2388.06,9054.82,-908.5699999999997,47.23,521.91,8.4029,392,38.99,23.3634,132
347,156,642.15,1578.73,1399.13,554.7,2388.04,9057.22,-917.6499999999996,47.31,522.14,8.4075,391,39.07,23.3474,131
348,157,642.04,1588.7,1400.63,553.71,2388.07,9065.16,-922.1199999999999,47.45,522.25,8.4137,394,38.97,23.2225,130
349,158,641.99,1586.95,1404.68,554.67,2388.02,9057.68,-917.1100000000006,47.45,522.32,8.4324,392,39.03,23.422,129
350,159,641.81,1593.89,1399.71,553.7,2388.04,9058.8,-920.1899999999996,47.26,522.2,8.4138,393,38.89,23.3979,128
351,160,642.53,1585.65,1409.72,554.65,2388.07,9059.7,-915.670000000001,47.46,521.96,8.4012,393,38.92,23.4119,127
352,161,642.08,1586.65,1396.32,554.18,2388.05,9057.22,-917.0099999999993,47.19,521.96,8.4601,393,38.83,23.4036,126
353,162,641.71,1588.83,1401.23,553.95,2388.06,9062.65,-927.8699999999999,47.42,522.09,8.3739,392,39.05,23.4045,125
354,163,642.88,1589.56,1396.2,553.96,2388.08,9059.47,-916.9299999999994,47.29,521.55,8.3904,392,38.94,23.4442,124
355,164,642.82,1588.23,1405.5,554.31,2387.99,9055.65,-917.0499999999993,47.32,521.74,8.4304,391,38.97,23.4381,123
356,165,642.17,1588.55,1402.96,553.71,2388.03,9060.97,-926.4899999999998,47.39,522.28,8.4068,392,38.93,23.4707,122
357,166,641.79,1589.09,1394.26,553.71,2388.03,9060.46,-918.3499999999995,47.43,521.96,8.4111,392,38.87,23.4352,121
358,167,642.25,1588.74,1395.35,553.62,2388.01,9056.24,-907.6700000000001,47.39,522.11,8.4261,393,38.84,23.3977,120
359,168,642.55,1593.95,1404.01,554.32,2388.04,9055.88,-920.369999999999,47.3,521.89,8.4329,391,38.84,23.3787,119
360,169,642.26,1581.85,1406.06,553.06,2388.06,9059.37,-917.4100000000008,47.33,521.77,8.4214,391,38.93,23.3766,118
361,170,642.14,1577.26,1405.93,553.84,2388.03,9065.67,-925.0799999999999,47.35,522.36,8.4079,394,38.88,23.3532,117
362,171,642.21,1587.94,1410.34,553.84,2388.03,9060.51,-917.2200000000003,47.34,521.89,8.4027,392,38.91,23.287,116
363,172,642.07,1589.42,1398.26,553.69,2388.06,9055.7,-921.670000000001,47.25,521.42,8.4109,392,39.09,23.3496,115
364,173,642.66,1589.0,1403.22,554.64,2388.04,9058.55,-917.8199999999997,47.27,521.4,8.4288,392,38.92,23.3576,114
365,174,642.34,1588.01,1403.24,553.76,2388.08,9066.4,-921.6099999999997,47.31,521.85,8.3994,394,39.02,23.3513,113
366,175,642.46,1584.58,1398.37,554.01,2388.02,9067.91,-927.0599999999995,47.45,522.2,8.417,393,38.88,23.3065,112
367,176,642.32,1585.73,1405.47,554.15,2388.04,9058.59,-911.5500000000002,47.22,521.54,8.4189,392,39.08,23.4372,111
368,177,642.35,1586.88,1400.31,554.59,2388.06,9057.99,-918.9899999999998,47.42,521.95,8.4153,393,38.74,23.3538,110
369,178,642.43,1590.29,1404.39,553.83,2388.04,9056.85,-909.9200000000001,47.56,521.97,8.3914,391,38.85,23.353,109
370,179,642.33,1584.55,1399.3,553.86,2388.03,9060.98,-920.3599999999997,47.37,522.48,8.4462,394,38.91,23.3329,108
371,180,642.5,1593.51,1402.27,554.21,2388.11,9058.3,-918.3199999999997,47.52,521.76,8.4404,392,39.04,23.3712,107
372,181,642.01,1585.87,1399.24,554.29,2388.03,9057.86,-923.3400000000001,47.27,522.19,8.4148,393,38.92,23.3777,106
373,182,642.39,1586.42,1406.61,553.63,2388.03,9069.4,-925.9299999999994,47.52,522.39,8.4072,392,39.04,23.2931,105
374,183,642.6,1584.95,1406.15,554.35,2388.08,9064.12,-921.8700000000008,47.24,521.84,8.4225,392,38.85,23.3851,104
375,184,642.43,1585.66,1408.13,554.99,2388.04,9067.28,-925.0100000000002,47.47,521.86,8.3996,394,38.85,23.4003,103
376,185,642.66,1581.09,1407.11,554.53,2388.02,9059.27,-915.5100000000002,47.23,522.22,8.42,392,38.94,23.2801,102
377,186,642.8,1582.46,1404.35,554.42,2388.05,9063.38,-917.7399999999989,47.47,521.82,8.4131,393,38.75,23.3416,101
378,187,642.69,1588.88,1407.54,553.32,2388.08,9060.97,-924.1699999999992,47.51,521.09,8.4101,392,38.93,23.3926,100
379,188,642.64,1582.97,1402.72,554.26,2388.07,9062.7,-923.340000000001,47.37,522.34,8.4124,392,38.82,23.306,99
380,189,642.81,1583.54,1403.09,554.03,2388.03,9069.79,-928.1100000000006,47.42,521.7,8.4253,393,39.02,23.2923,98
381,190,642.48,1592.5,1405.73,554.4,2388.06,9059.23,-919.8299999999999,47.2,521.73,8.4128,393,39.04,23.2623,97
382,191,642.23,1584.59,1407.64,553.42,2388.04,9064.99,-922.5799999999999,47.4,521.92,8.4694,393,38.93,23.3507,96
383,192,642.18,1589.95,1404.07,553.09,2388.03,9071.88,-930.0699999999988,47.49,521.7,8.4309,392,38.87,23.3049,95
384,193,642.13,1588.28,1399.59,553.54,2388.09,9063.55,-919.1899999999996,47.3,521.16,8.4143,393,38.73,23.2606,94
385,194,643.1,1592.38,1404.64,553.86,2388.05,9065.99,-923.6099999999997,47.69,522.17,8.4304,393,38.9,23.3282,93
386,195,643.24,1591.55,1410.18,553.22,2388.01,9060.17,-912.7399999999998,47.32,521.92,8.4224,393,39.09,23.3326,92
387,196,642.64,1591.39,1408.59,554.31,2388.15,9054.2,-914.920000000001,47.43,522.02,8.4614,393,39.04,23.3682,91
388,197,642.55,1588.64,1403.29,554.07,2388.07,9061.28,-912.4800000000005,47.36,521.47,8.4387,390,38.79,23.3426,90
389,198,643.21,1596.17,1402.91,553.94,2388.05,9059.21,-912.9999999999991,47.14,521.5,8.441,392,38.9,23.2813,89
390,199,642.44,1587.17,1409.39,554.06,2388.09,9061.54,-916.8500000000013,47.49,521.22,8.429,394,39.08,23.2433,88
391,200,642.74,1589.73,1406.28,553.13,2388.08,9065.78,-921.090000000001,47.44,521.69,8.4143,394,38.95,23.4101,87
392,201,642.31,1595.57,1400.92,554.25,2388.04,9062.65,-918.1499999999996,47.44,521.88,8.4458,392,38.93,23.3551,86
393,202,642.56,1589.47,1408.72,554.14,2388.14,9070.71,-921.7599999999993,47.45,522.01,8.4287,392,38.68,23.1814,85
394,203,641.95,1593.02,1410.33,553.2,2388.05,9070.42,-933.1499999999996,47.58,521.41,8.4197,393,38.7,23.1596,84
395,204,642.46,1591.84,1404.01,553.94,2388.02,9064.87,-919.4100000000008,47.43,521.33,8.4779,393,38.93,23.3788,83
396,205,642.65,1586.59,1409.11,552.83,2388.07,9065.07,-920.8299999999999,47.42,521.48,8.4298,393,39.01,23.3266,82
397,206,642.51,1588.18,1411.14,553.86,2388.03,9059.13,-914.0899999999992,47.24,521.37,8.4086,391,38.8,23.3974,81
398,207,642.73,1591.04,1402.94,553.06,2388.05,9067.79,-921.0600000000013,47.39,521.55,8.4175,392,38.87,23.308,80
399,208,642.6,1590.29,1407.93,553.09,2388.05,9061.96,-920.9699999999993,47.51,521.64,8.458,394,38.75,23.2931,79
